Unnamed: 0,trial_type_id,full_phrase,full_phrase_language,target_side,dataset_id,distractor_id,target_id,trial_type_aux_data,vanilla_trial,dataset_name,text1,image1,text2,image2,unique_pair,image_similarity,text_similarity
134,10298,Which one's the blue car?  Do you see it?,eng,left,78,2349,2344,,0,fernald_marchman_2012,car,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/carblue_30_left.jpg,car,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/carred_30_left.jpg,2344_2349,0.9556182,0.99999994
135,10299,Can you find the little sock?  Do you like it?,eng,left,78,2355,2345,,0,fernald_marchman_2012,sock,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/socklittle_30_left.jpg,sock,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/sockbig_30_left.jpg,2345_2355,0.9586808,1.0
136,10300,Do you see the little spoon?  Can you see it?,eng,right,78,2353,2346,,0,fernald_marchman_2012,spoon,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/spoonlittle_30_left.jpg,spoon,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/spoonbig_30_left.jpg,2346_2353,0.9278589,0.99999994
137,10301,Which one's the red ball?  Check that out!,eng,right,78,2306,2297,,0,fernald_marchman_2012,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/ballred_30_left.jpg,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/ballblue_30_left.jpg,2297_2306,0.9516428,1.0000001
138,10302,Can you find the little flower?  Check that out!,eng,right,78,2354,2347,,0,fernald_marchman_2012,flower,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/flowerlittle_30_left.jpg,flower,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/flowerbig_30_left.jpg,2347_2354,0.89906293,1.0000001
139,10304,Which one's the red house?  Check that out!,eng,left,78,2351,2348,,0,fernald_marchman_2012,house,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/housered_30_left.jpg,house,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/houseblue_30_left.jpg,2348_2351,0.95112735,0.99999994
140,10306,Do you see the little cookie?  Can you find it?,eng,left,78,2352,2350,,0,fernald_marchman_2012,cookie,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/cookielittle_30_left.jpg,cookie,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/cookiebig_30_left.jpg,2350_2352,0.88566893,1.0000001
141,10309,Which one's the red shoe?  Do you see it?,eng,right,78,2303,2309,,0,fernald_marchman_2012,shoe,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/shoered_30_left.jpg,shoe,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/shoeblue_30_left.jpg,2303_2309,0.9137329,1.0
142,10317,Where's the manju.  Do you see it?,eng,right,78,2329,2323,,0,fernald_marchman_2012,doggy,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/doggie2_30_left.jpg,baby,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/baby1_30_left.jpg,2323_2329,0.70325667,0.89471954
143,10319,You can eat the manju. Eat the manju.,eng,left,78,2322,2328,,0,fernald_marchman_2012,baby,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/baby2_30_left.jpg,doggy,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/fernald_marchman_2012/raw_data/images/doggie1_30_left.jpg,2322_2328,0.6840553,0.89471954
144,79957,Can you find the dog?,eng,left,561,20297,20296,,1,frank_tablet_2016,dog,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/dog.jpg,book,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/book.jpg,20296_20297,0.49814698,0.8575686
145,79958,Can you find the cookie?,eng,left,561,20299,20298,,1,frank_tablet_2016,cookie,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/cookie.jpg,baby,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/baby.jpg,20298_20299,0.610886,0.8393386
146,79959,Can you find the bottle?,eng,right,561,20300,20301,,1,frank_tablet_2016,bottle,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/bottle.jpg,bird,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/bird.jpg,20300_20301,0.5696998,0.8476329
147,79960,Can you find the cat?,eng,right,561,20302,20303,,1,frank_tablet_2016,cat,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/cat.jpg,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/ball.jpg,20302_20303,0.62970847,0.8174341
148,79961,Can you find the horse?,eng,left,561,20305,20304,,1,frank_tablet_2016,horse,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/horse.jpg,clock,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/clock.jpg,20304_20305,0.5372062,0.82318145
149,79962,Can you find the carrot?,eng,left,561,20307,20306,,1,frank_tablet_2016,carrot,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/carrot.jpg,lamp,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/lamp.jpg,20306_20307,0.57286376,0.7328828
150,79963,Can you find the lion?,eng,right,561,20308,20309,,1,frank_tablet_2016,lion,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/lion.jpg,table,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/table.jpg,20308_20309,0.62718594,0.7842284
151,79964,Can you find the hammer?,eng,right,561,20310,20311,,1,frank_tablet_2016,hammer,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/hammer.jpg,sheep,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/sheep.jpg,20310_20311,0.6723182,0.7760965
152,79965,Can you find the fep?,eng,right,561,20312,20313,,0,frank_tablet_2016,,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/fep.jpg,car,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/car.jpg,20312_20313,0.51027995,
153,79966,Can you find the wug?,eng,right,561,20314,20315,,0,frank_tablet_2016,,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/wug.jpg,apple,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/apple.jpg,20314_20315,0.6557351,
154,79967,Can you find the dax?,eng,left,561,20317,20316,,0,frank_tablet_2016,,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/dax.jpg,cup,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/cup.jpg,20316_20317,0.66787785,
155,79968,Can you find the kreeb?,eng,left,561,20319,20318,,0,frank_tablet_2016,,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/kreeb.jpg,shoe,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/shoe.jpg,20318_20319,0.5945653,
156,79969,Can you find the toma?,eng,right,561,20320,20321,,0,frank_tablet_2016,,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/toma.jpg,monkey,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/monkey.jpg,20320_20321,0.6117969,
157,79970,Can you find the pifo?,eng,right,561,20322,20323,,0,frank_tablet_2016,,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/pifo.jpg,frog,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/frog.jpg,20322_20323,0.5807747,
158,79971,Can you find the dofa?,eng,left,561,20325,20324,,0,frank_tablet_2016,,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/dofa.jpg,train,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/train.jpg,20324_20325,0.6113511,
159,79972,Can you find the modi?,eng,left,561,20327,20326,,0,frank_tablet_2016,,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/modi.jpg,shovel,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/frank_tablet_2016/raw_data/images/shovel.jpg,20326_20327,0.71180314,
160,58217,Where is the baba?,eng,left,435,14308,14307,,1,garrison_bergelson_2020,bottle,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/baba2.jpg,shoes,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/shoe.jpg,14307_14308,0.64276844,0.8486572
161,58218,Where is the baba?,eng,left,435,14313,14314,,1,garrison_bergelson_2020,bottle,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/baba7.jpg,shoes,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/shoe8.jpg,14313_14314,0.6498662,0.8486572
162,58221,Can you find the baby?,eng,left,435,14342,14400,,1,garrison_bergelson_2020,baby,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/baby.jpg,dog,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/doggy.jpg,14342_14400,0.6429879,0.900744
163,58222,Do you see the baby?,eng,left,435,14393,14392,,1,garrison_bergelson_2020,baby,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/baby21.jpg,dog,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/doggy21.jpg,14392_14393,0.62669796,0.900744
164,58223,Where is the baby?,eng,left,435,14467,14466,,1,garrison_bergelson_2020,baby,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/baby22.jpg,dog,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/doggy23.jpg,14466_14467,0.5586463,0.900744
165,58226,Can you find the baby?,eng,left,435,14502,14501,,1,garrison_bergelson_2020,baby,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/baby23.jpg,dog,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/doggy24.jpg,14501_14502,0.69471806,0.900744
166,58233,Look at the ball?,eng,left,435,14678,14677,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball69.jpg,blocks,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/block9.jpg,14677_14678,0.7973187,0.81472534
167,58235,Can you find the ball?,eng,left,435,14444,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,car,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/car.jpg,14305_14444,0.5661295,0.8348544
168,58236,Can you find the ball?,eng,left,435,14551,14550,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball67.jpg,car,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/car23.jpg,14550_14551,0.5368505,0.8348544
169,58237,Where is the ball?,eng,left,435,14337,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,cup,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/cup.jpg,14305_14337,0.7658282,0.86413145
170,58238,Do you see the ball?,eng,left,435,14641,14640,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball62.jpg,cup,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/cup20.jpg,14640_14641,0.55570245,0.86413145
171,58240,Where is the ball?,eng,left,435,14439,14438,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball55.jpg,cup,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/cup17.jpg,14438_14439,0.6592224,0.86413145
172,58241,Can you find the ball?,eng,left,435,14338,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,diaper,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/diaper.jpg,14305_14338,0.6128189,0.78436345
173,58242,Can you find the ball?,eng,left,435,14448,14447,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball54.jpg,diaper,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/diaper6.jpg,14447_14448,0.67387646,0.78436345
174,58243,Look at the ball?,eng,left,435,14655,14656,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball64.jpg,flower,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/flower8.jpg,14655_14656,0.7135383,0.8063178
175,58245,Can you find the ball?,eng,left,435,14350,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,hat,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/hat.jpg,14305_14350,0.7352511,0.8224552
176,58246,Can you find the ball?,eng,left,435,14355,14356,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball51.jpg,hat,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/hat5.jpg,14355_14356,0.7403474,0.8224552
177,58247,Can you find the ball?,eng,left,435,14306,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,highchair,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/highchair.jpg,14305_14306,0.65960914,0.6667247
178,58248,Can you find the ball?,eng,left,435,14362,14361,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball52.jpg,highchair,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/highchair3.jpg,14361_14362,0.66811454,0.6667247
179,58249,Look at the ball?,eng,left,435,14309,14310,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball50.jpg,highchair,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/highchair2.jpg,14309_14310,0.69770724,0.6667247
180,58251,Can you find the ball?,eng,left,435,14534,14509,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball2.jpg,phone,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/phone8.jpg,14509_14534,0.52351564,0.83416474
181,58252,Can you find the ball?,eng,left,435,14610,14609,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball63.jpg,phone,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/phone17.jpg,14609_14610,0.5830609,0.83416474
182,58253,Can you find the ball?,eng,left,435,14459,14460,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball58.jpg,phone,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/phone14.jpg,14459_14460,0.65858155,0.83416474
183,58255,Can you find the ball?,eng,left,435,14422,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,remote,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/remote.jpg,14305_14422,0.7397627,0.78791606
184,58256,Can you find the ball?,eng,left,435,14563,14564,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball60.jpg,remote,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/remote2.jpg,14563_14564,0.5676895,0.78791606
185,58257,Can you find the ball?,eng,left,435,14308,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,shoes,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/shoe.jpg,14305_14308,0.5832703,0.81554276
186,58258,Can you find the ball?,eng,left,435,14680,14679,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball70.jpg,shoes,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/shoe20.jpg,14679_14680,0.6600862,0.81554276
187,58259,Can you find the ball?,eng,left,435,14494,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,shoes,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/shoes2.jpg,14305_14494,0.6365514,0.81554276
188,58260,Can you find the ball?,eng,left,435,14590,14589,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball61.jpg,shoes,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/shoes6.jpg,14589_14590,0.5681267,0.81554276
189,58261,Can you find the ball?,eng,left,435,14330,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,sippycup,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/sippycup.jpg,14305_14330,0.72677577,0.79589
190,58262,Can you find the ball?,eng,left,435,14318,14317,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball56.jpg,sippycup,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/sippycup2.jpg,14317_14318,0.71337473,0.79589
191,58263,Do you see the ball?,eng,left,435,14510,14509,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball2.jpg,socks,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/socks.jpg,14509_14510,0.5978534,0.7943392
192,58265,Do you see the ball?,eng,left,435,14372,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,spoon,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/spoon.jpg,14305_14372,0.70604753,0.83405924
193,58266,Do you see the ball?,eng,left,435,14664,14663,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball68.jpg,spoon,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/spoon20.jpg,14663_14664,0.6913381,0.83405924
194,58267,Can you find the ball?,eng,left,435,14335,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,vacuum,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/vacuum.jpg,14305_14335,0.6940018,0.7824343
195,58268,Can you find the ball?,eng,left,435,14340,14341,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball57.jpg,vacuum,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/vacuum7.jpg,14340_14341,0.7075574,0.7824343
196,58269,Look at the ball?,eng,right,435,14327,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,blocks,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/block.jpg,14305_14327,0.769998,0.81472534
197,58279,Look at the ball?,eng,right,435,14653,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,flower,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/flower.jpg,14305_14653,0.74440974,0.8063178
198,58288,Can you find the ball?,eng,right,435,14404,14305,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,phone,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/phone.jpg,14305_14404,0.64974165,0.83416474
199,58298,Do you see the ball?,eng,right,435,14503,14504,,1,garrison_bergelson_2020,ball,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/ball59.jpg,socks,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/socks2.jpg,14503_14504,0.587863,0.7943392
200,58304,Do you see the balloon?,eng,left,435,14546,14547,,1,garrison_bergelson_2020,balloon,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/balloon2.jpg,guitar,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/guitar2.jpg,14546_14547,0.54542017,0.778791
201,58305,Do you see the balloon?,eng,left,435,14538,14539,,1,garrison_bergelson_2020,balloon,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/balloon6.jpg,guitar,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/guitar8.jpg,14538_14539,0.62051034,0.778791
202,58308,Can you find the bath?,eng,left,435,14413,14414,,1,garrison_bergelson_2020,bathtub,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/bath.jpg,glasses,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/glasses2.jpg,14413_14414,0.5796225,0.73837155
203,58309,Can you find the bath?,eng,left,435,14420,14421,,1,garrison_bergelson_2020,bathtub,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/bath100.jpg,glasses,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/glasses100.jpg,14420_14421,0.63411057,0.73837155
204,58311,Where is the bathtub?,eng,left,435,14338,14339,,1,garrison_bergelson_2020,bathtub,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/bathtub.jpg,diaper,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/diaper.jpg,14338_14339,0.652671,0.73406416
205,58313,Where is the bathtub?,eng,right,435,14333,14334,,1,garrison_bergelson_2020,bathtub,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/bathtub3.jpg,diaper,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/diaper9.jpg,14333_14334,0.64983726,0.73406416
206,58315,Do you see the bear?,eng,left,435,14342,14343,,1,garrison_bergelson_2020,bear,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/bear.jpg,dog,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/doggy.jpg,14342_14343,0.7151521,0.90252626
207,58316,Do you see the bear?,eng,left,435,14331,14332,,1,garrison_bergelson_2020,bear,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/bear13.jpg,dog,/Users/visuallearninglab/Documents/peekbank_sims/data/stimulus_data/garrison_bergelson_2020/raw_data/images/doggy22.jpg,14331_14332,0.8190242,0.90252626
